1.Activity diagrams are used to support | The process view 
# Component diagrams are based on object diagrams.True 
# A UML diagram must provide a complete view of the entire software system.True 
# A component is a class or an object.False 
# Asynchronous message invocation can be expressed in sequence diagrams.True 
# Conditional branching can be represented in sequence diagrams.True 
# An activation in an object lifeline may have its own cycle message pointed back to itself in a sequence diagram.True 
# An interaction overview diagram is based on all low-level interaction diagrams.True 
# Architecture design is about choosing the right single architecture style for a projectFalse 
# Which of the following are not benefits of pipe and filter Interactive. 
# Which of the followings are not benefits of batch sequentialInteractive. 
# COBOL is widely used to implement batch sequential.True 
# Two modules in a data flow system can change their order without any constraints.False 
# Java can be used to implement a pipe and filter design system.True 
# The control flow in pipe and filter is explicit.True 
# The control flow in batch sequential is implicit.True 
# There are data sharing (shared data) among all subsystems in a data flow system.False 
# Sequential flow control can be predetermined in pipe and filterTrue 
# Which of the following is not a benefit of repository architectureConcurrency. 
# Which of the following is a typical design domain of blackboard architectureAI system 
# The Yellow Page of web service is an example of repository designTrue 
# Implicit notification is often used in blackboard architecture.True 
# Repository architecture design must also be object-oriented design.True 
# Agents in the repository architecture normally do not talk with each other directly, except thought the data store.True 
# Loose coupling is used between repository agents.True 
# There is tight dependency of agents on the data store in the repository architecture.TRue 
# Rule-based knowledge is installed in the blackboard component of the blackboard architecture.False 
# The facts or hypotheses are stored in the knowledge source component of a blackboard system.False 
# Which of the following is not a benefit of hierarchical architectureConcurrency 
# Which of the following is a disadvantage of hierarchical architectureOverhead 
# Web service is an example of hierarchy architecture design.True 
# Hierarchical architecture is a procedure-oriented design paradigm only.False 
# Hierarchical architecture can also be applied in any object-oriented software design.True 
# Only directly adjacent layers can invoke each other’s methods in a layered architecture.False 
# Component deployment is a good practice in a layered architecture.True 
# There is data sharing between all layers in a layered architecture.False 
# The callback method is typically used in a main-subroutine architecture.False 
# The master-slave architecture is a specialized form of main-subroutine architecture.True 
# Which of the following is not one of the benefits of distributed architectureSupports multiple views 
# Which of the following is not a typical style of distributed architectureHierarchical architecture. 
# Client-server architecture in general is more scalable than the multi-tier model.False 
# CORBA is an example of the broker architecture.True 
# Web service is an example of SOA architecture.True 
# CCM is a target technology for component technology.True 
# Each component may have its provided ports and required ports from other components.True 
# Each component must have its provided ports and required ports.False 
# The provided interface ports may be in synchronous or asynchronous modes.True 
# A component architecture can be derived from use case analysis and business concept diagram.True 
# Core type classes can be recognized as a new component.True 
# A core type component does not depend on any other classes.True 
# The interaction operations in the use case diagrams should be included as part of provided interfaces of components.True 
# Which of the following is used to evaluate architecture designsALL 
# SAAM relies on use cases to test an architecture design.False 
# There is always an architecture design that can meet all requirements.False 
# Service-oriented architecture is stateless, while component-based architecture is not.True 
# Batch sequential architecture is generally more time efficient than pipe and filter.False 
# It is beneficial to integrate architecture design with the process of requirements analysis.True 
# Event-based architecture is a good candidate for interactive systems with graphic user interface.True 
# Blackboard architecture is difficult to debug.True 
# A user interface is mainly for accepting inputs, conducting computations, and displaying outputs.False 
# Chapter 3 of this book, on “models for software architecture,” has nothing to do with user interfaces described in this chapter.False 
# User interface refers to static components and their layout, not dynamically displayed information.False 
# The MVC models suggest the separation of the user interface from the logic of the software systemTrue 
# The look and feel of a user interface can be defined by using engineering rules.False 
# A customizable user interface is not a good style since it will confuse users.False 
# The usability of a user interface is enhanced by consistency and integration.True 
# The acronym SAPCO describes The satisfactory principles of user interfaces 
# The Java programing language supports graphical user interface components, layout managers, and event listeners, all needed for designing and implementing user interfaces.True 
# The constituent parts the architecture of a system areIts components, connectors, and the rules governing their interactions. 
# Domain analysis identifies the various common features in a domain and their differences.True 
# Control-of-variability forms the basis for reusability and standardization by identifying those crosscutting aspects that are typically present in the systems in a given domain.False 
# Product line processes are a way to institutionalize systematic reuse.False 
# Design-for-commonality anticipates variation without compromising commonality.False 
# A domain is an area of expertise with specialized particular tasks organized into systems where all tasks work toward a common goals.True 
# A software product line is a collection of components sharing a common, managed set of features that satisfy the specific needs of a selected system.False 
# Reuse is not an end in itself but a means to an end.True 
# Reusable assets are limited to code components.False 
# Software components do not need adaption.False 
# Horizontal reuse refers to the use of an asset across several distinct domains or different product line.True 
# Which of the following is not a benefit of the MVC architectureSupport multiple independent agents 
# Which of the following is a typical design domain for the MVC architectureWeb server site application 
# Traffic control agents in a city traffic management system may be designed using PAC.True 
# Implicit notification is often used in the MVC architecture.True 
# The data in the Model component of the MVC architecture is activeTrue 
# The data in the Abstraction component of a PAC agent is passive.True 
# PAC agents are loosely couple.True 
# The Abstraction and Presentation component in a PAC agent do not talk to each other directly.True 
# The Look and Feel feature is well supported in the MVC architectureTrue 
# The PAC architecture is a hierarchically structured software architecture.True
#___are installed in the Blackboard component of the blackboard architecture  Rules and Facts  
#'A' character in SAPCO is which of the following  Aesthetic  
#Choose the correct Software Architecture Design guideline.  Think of what to do before thinking of howto do it  
#Choose the correct statement.  Runtime connectors in software runtime structure inherit attributes from source code structure without any extension  
#Choose the correct statement  Component diagram describes the package structure and organization. It covers classes in the package and packages within another package  
#Choose the incorrect statement  UML diagram could be group into 3 major categories Structural, Behavioral and Deploymen  
#Class diagram is grouped in which of following UML diagrams category  Structural Diagrams  
#CORBA is a good implementation example of____  Broker Architecture  
#In an architecture styles, which of the following is the components that perform functions required by a system  Elements  
#In Client-Server architecture style, there are follow types  Thin-Client Fat-Client  
#In SOA architecture. Interoperability means what  Technically any client or any service can access other services regardless of thier Plarform, Technology, vendors, Language implementation  
#In Software Dynamic structure. Connectors exhibit which of following attributes ( Choose the best one )  Direction. Synchronization. Sequence. Multiplicity. Self-descriptive  
#In Thin-Client type, the server includes which of the following processing  Data Storage Processing. Business Logic Processing  
#In UML, a composition relationship is represented____  Using a solid diamond arrowhead.  
#In User Interface evaluation step, we should focus on what of the following  The usability of the interface  
#Interoperability refers to___  The universal accessibility and the ability to exchange data with internal components and the outside world.  
#Repository architecture and Blackboard architecture is categorized into which of following architecture style  Data-Centered architecture style  
#Sequence diagrams are used to support___  The logical view  
#Software Design Description includes___ The software architecture and the detailed design of the system.  
#State machine diagram is grouped in which of following UML diagrams category  Behavioral Diagrams  
#State machine diagram is grouped in which of following UML diagrams category  Behavioral Diagrams  
#The Architectural Decision Procedure includes following steps  Determine-Quantify-Compute  
#The constituent parts of the architecture of a system are which of the following  Its components, connectors, and the rules governing their interactions  
#The following image is an example of  Repository architecture  
#The key point of the interaction oriented software architectures is _ Which is the best answer  In the separation of user interactions from data abstraction and business data processing  
#The purpose of the software analysis phase is to produce a software requirement specification  True  
#The software quality attributes are the software non-functional requirements such as  Performance. Usability. Security. Portability 
#Usability belongs to which ofthe following quality attributes group  Runtime attributes  
#What is called in CRC modeling a class that is involved in accomplishing the responsibility of a class  Co aborator  
#Which are the categories of operations that a class can provide  Constructor. Destructor. Accessor. Mutator  
#Which is the benefit of MVC  Multiple views synchronized with same data model.  
#Which is the following diagram called  Package diagram  
#Which is the following diagram called  State machine diagram  
#Which of following is one of the limitations of Client - Server architecture  Server availability and reliability  
#Which of the design below is better  (1)  
#Which of the design below is better  (b)  
#Which of the following are benefits of Object Oriented design  All of the others  
#Which of the following are considered as Runtime attributes  Availability. Security. Performance. Usability  
#Which of the following attributes which could be observable at runtime  vailability. Security. Performance  
#Which of the following is a benefit of asynchronous architecture  Loose coupling of modules  
#Which of the following is an Open-Close principle's implication  Separate interface and implementation  
#Which of the following is buffer-based software architecture  Publish-Subscribe Messaging (P&S)  
#Which of the following is NOT a benefit of Component architecture  Performance  
#Which of the following is NOT a benefit of the MVC architecture  Supports multiple independent agents  
#Which of the following is NOT a step in Object oriented design process  Design of a UML Use-case diagram  
#Which of the following is NOT an architecture style in hierarchical architecture  Client-Server architecture  
#Which of the following is NOT the benefit of Multi-tier architecture style  Load balancing  
#Which of the following is Open-Close principle in Object-Oriented Paradigm  Open to extension. Close to modification  
#Which of the following is the limitation of virtual machine architecture  Overhead due to the new layer  
#Which of the following is TRUE about heterogeneous architecture  It the genenral structure of a system is connected using one architecture style, and each component can use a different one, this is an example of heterogeneous architecture  
#Which of the following notations is used to support the logical view  All of the others  
#Which of the following notations is used to support the physical view  None of the others  
#Which of the followings is a style of distributed architecture  Multi-tier architecture  
#Which of the followings is a style of distributed architecture  Service Oriented architecture  
#Which of the followings is a style of distributed architecture  Service Oriented architecture  
#Which of the followings is NOT the benefit of distributed architecture  Testability  
#Which ofthe following are considered as Business attributes  Time to market. Lifetime, Cost  
#You will apply the batch sequential architecture when  Developing a system where intermediate file is a sequential access file  
#(1) is better because ofwhich following  Easy expansion  
#A component is NOT _. Which is the best choice  A whole system which could be executed independent  
#Choose the correct statement  Time to market attribute refers to the time it takes from requirement analysis to the date product is released.  
#Choose the correct statement.  Class diagram shows how classes are statically related, but not how classes dynamically interact with each other.  
#Choose the incorrect statement  Inheritance relation is another name of composition relation  
#Choose the incorrect statement  Sequence diagram combines activity and use-case diagram to provide control flow overview of the system and business process  
#Class diagram is grouped in which of following UML diagrams category  Structural Diagrams  
#In an architecture styles, which of the following is the components defining how elements can be integrated to form the system  Constraints  
#In Client-Server architecture style, there are follow types  Thin-Client Fat-Server  
#In interaction oriented software architecture. _ is responsible for visual or audio data output presentation and it may also provide user input interface as well when necessary. Which is the best choice  The view presentation module  
#In Thin-Client type, the server includes which of the following processing.  Data Storage Processing. Business Logic Processing  
#in UML 2.0. Which diagram describes time sequence of messages passed between objects in timeline  Time Sequence Diagram  
#In UML 2.0. Which of the following is TRUE  Sequence Diagram both concurrencies and loops can be specified  
#In UML. a composition relationship is represented___  Using a solid diamond arrowhead.  
#In User Interface design step. User-centered factor consideration means what  Designers must take into account the needs, experiences, and capabilities of the system users.  
#In User Interface evaluation step, we should focus on what of the following  The usability of the interface  
#Interoperability refers to____  The universal accessibility and the ability to exchange data with internal components and the outside world.  
#Object-Oriented principles includes_____  Inheritance. Encapsulation. Polymorphism  
#Package diagram is grouped in which of following UML diagrams category  Structural Diagrams  
#Rule-based knowledge is installed in the____component of the blackboard architecture  Control  
#SAAM is which of the following methods  Software Architecture Analysis Method  
#Software Design Description includes  The software architecture and the detailed design of the system.  
#The below image is a snapshot of which architecture styles following  MVC architecture  
#The below image is a snapshot of which architecture styles following  PAC architecture  
#The diagram given below is the class diagram of the Event-based architecture style.  (1)  Event Source; (2)  Event Listener  
#The following diagram is a description of which architecture style  MVC Architecture  
#The following image is an example of  Repository architecture  
#The limitation of message-driven architecture over event-driven architecture is which of the following  Capacity of message queue.  
#Usability refers to____  The level of satisfaction from a human perspective in using the system.  
#Use case diagrams are generated in the early stages of the Software Design Life Cycle, whereas deployment diagrams are generated in the later stages of the Software Design Life Cycle  True  
#Which is NOT a software structure that a software architecture can be described with  State structure  
#Which is NOT the way to make the data flow in Pipe and Filter architecture  Leave data in a center repository  
#Which is the INCORRECT guide for mapping run time elements  If an element is re-entrant it can not be implemented by a thread or a process.  
#Which of the below description is a limitation of MVC architecture style  Does not fit well agent-oriented applications such as interactive mobile and robotics applications  
#Which of the following attributes which could be observable at runtime  Availability. Security. Performance  
#Which of the following guides is NOT the guideline for mapping run time elements in a software architecture design  If the two elements are mapped to a single process, the connector could be mapped to a local method invocation.  
#Which of the following is a benefit of asynchronous architecture  Loose coupling of modules  
#Which of the following is a limitation of Layered architecture  Lower runtime performance  
#Which of the followings is a typical design domain of the MVC architecture  Web server site application  
#Which of the following is a limitation of Non-buffered Event-based architecture  Reliability and overhead of indirect invocations  
#Which of the following is NOT a benefit of Component architecture  Performance  
#Which of the following is NOT a step in Object oriented design process  Design of a UML Use-case diagram  
#Which of the following is NOT a typical style of distributed architecture  Client-Server architecture  
#Which of the following is NOT an architecture style in hierarchical architecture  Message-based Architecture  
#Which of the following is NOT an Open-Close principle's implication  Feel free to change software code.  
#Which of the following is the benefit of Blackboard Architecture  Concurrency  
#Which of the following is the benefit of layered architecture  Incremental software development based on increasing levels of abstraction  
#Which of the following is the design style could be applicable in Weather broadcast Pattern recognition and authentication in information security systems (Choose the best one)  Blackboard Architecture  
#Which of the following is the limitation of Repository architecture  Data store availability  
#Which of the following statement is TRUE  Deployment diagrams are used to support the physical view  
#Which of the following statement is TRUE  One of benefits of Pipe and Filter architecture is Concurrency.  
#Which of the following statement is TRUE  Three-tier is a variant of Client-Server architecture.  
#Which of the followings are categorized into Hierarchical architecture styles  Hierarchical structure. Layered. Master-Slave. Virtual Machine  
#Which of the followings is a style of distributed architecture  Master - Slave architecture  
#Which of the followings is a style of distributed architecture  Service Oriented architecture  
#Which ofthe following is an architecture design evaluation methodology  SAAM  
#You will apply the batch sequential architecture when  Developing a system where intermediate file is a sequential access file.
#A___________is a collection of computational and storage devices connected through a communications network Distributed system 
#Which kind of class is not used in ananalysis class diagram  Concrete class 
#Which of the following is NOT buffer-based  Callback 
#When do we use pipe& filter architecture  All of the others 
#Which is a deployable software package that can provide services to its clients  Component 
#For a large-scale software project, ______________styles are used to combine benefits of multiple styles and to ensure quality and appropriateness. heterogeneous architecture 
#The nonbuffered event-based implicit invocation architecture breaks the software system into two partitions_______and event sourcesevent listeners 
#The multiplicity is described in___________ composite diagram 
#The data store in the repository architecture is______, and clients of the data store are_________. passiveactive 
#_________refers to the universal accessibility and the ability to exchange data with internal components and the out side world.  Interoperability 
#The____________software architecture style views the entire software system as a series of transformations on successive sets of data, where data and operations on it are independent of each other.  data flow 
#Which of the following is false for implementing the separation of the user interface from the logic of the software system  None of the others 
#Which style of hierarchical architecture are often applied in traditional programming Main-subroutine 
#Which kind of UML diagram can be expressed asynchronous message invocation  Sequence diagram 
#Select correct statement(s)Statement1Good software architectural designs are based on the recursive 
#A_________is a modular (cohesive), deployable (portable), replaceable (plug-and-play), and reusable set of well defined functionalities that encapsulates its implementation and exports it as a higher-level interface.  component 
#Select the disadvantages of direct manipulation  None of the others 
#Select incorrect statement Agents in the repository architecture normally Agents in the repository architecture normally do not talk with each other directly, except though data store. 
#Which of following software system cannot bedesigned using PAC  Compiler 
#Select incorrect statement about module ininteraction-oriented software architecture  The data repository module determines the flow of control involving view selections communications between modules, job dispatching, and certain data initialization and system configuration actions 
#How many different way are there to move data in PF  3 
#Which is not correct way to use a component  lookup in EJB 
#Which is not component in interaction-oriented software architecture  Data repository 
#To ensure consistency of all servers, performance of the whole service is sacrificed. What is kind of quality trade-off in this case Trade off between scalability and performance 
#Which tool can be used to describe an architecture style 4+1 view model 
#Virtual machine architecture is a sub-type of________architecture. Hierarchical 
#Which task should not be the first activity of software architects when the software project start Collecting project requirements 
#Select the partition of nonbuffered event-based implicit invocation architecture  1.Event listeners 2.Event sources 
#Which are the different between component-oriented design and object-oriented design  All of the others 
#Which style of architecture is a variant of the main-subroutine architecture style that supports fault tolerance and system reliability  Master-slave 
#There are two categories of data-centered architecture_____________and__________________.  1.blackboard 2.repository 
#The benefit of the broker architecture  All of the others 
#Which of the following is NOT the benefit of the MVC architecture Supports multiple independent agents 
#Which of the followings is NOT the benefit of hierarchical architecture concurrency 
#Which of the followings is NOT the benefit of repository architecture Loose coupling 
#Which of the following is true  All of the others 
#Which is dynamic diagram  Use-case diagram 
#The________is a variant of the main-subroutine architecture style that supports fault tolerance and system reliability.  Master-slave architecture 
#Typical OO languages include the following  All of the others 
#Select the benefits of nonbuffered event-based implicit invocation architecture  All of the others 
#Which is the most suitable diagram to describe the lifecycle of objects Object diagram 
#The facts or hypothesis are stored in the_______________component of a blackboard system.  Blackboard 
#Which of the following notations is not used to support the logical view Deployment diagram 
#Which of the following is not considered as event-driven  Callback 
#Polymorphism implies the following the same operation might behave differently at runtime 
#_________is the most commonly distributed system architectures  Client-servermodel 
#In ClientServer architecture  All of the others 
#Select correct statement about inheritance  Class can inheritances more than one interface
#Which of the following is true  All of the others 
#Select correct statement  None of the others 
#Select incorrect statement  JDBC is XML based 
#Select incorrect statement  Data repository architecture issuitable for artificial intelligent systems and expert systems 
#Select correct statement  Pipe and filter is generally more time efficient than batch sequential. 
#Select correct statement  A user interface is mainly for accepting inputs and displaying outputs 
#Select correct statement  Aprotocol-based connector can better support interactions between heterogeneou selements 
#Which of the following is true  All of the others 
#Select incorrect statement  Design user interfaces are the task of the software designers and developers have nothing with the software users 
#Select correct statement  Concurrency is not supported in batch-sequential architecture 
#Which of the following is the benefit of Blackboard Architecture StyleReusability of knowledge source agents 
#In Data Flow architecture, a sub-system can be substituted by other sub-system without affecting the rest of the system as long as what of the followingThe new sub-system is compatible with the corresponding input and output data format. 
#Which is the reason why software reuse is criticalAll of the others 
#In Non-buffered Event-based architecture, how many partitions a system could be separated into2 partitions 
#Which is NOT a software structure that software architecture can be described withState structure 
#Choose the incorrect statement.UML diagram could beUML diagram could be group into 3 major categories Structural, Behavioral and Deployment. 
#The Architectural Decision Procedure includes following stepsDetermine the,Compute the weighted ,Quantify the1 = 3 = 2 
#According to the classification on information carrier, when your application has 2 software elements which are in the same process and they may used a shared variable to exchange information. Which of the following is CORRECT category the connector should beMethod 
#Availability refers to ____The ability of a system to be available 24x7 
#Portability refers to ____The ability to modify the system and extend it conveniently. 
#In User Interface design step, Information representation factor consideration means whatDesigners must take into account the needs, experiences, and capabilities of the system users. 
#Evaluating the abstraction of software development methodology, Which is the right order ( is higher )Component-based  Object-oriented  Functional-oriented  Service-based 
#Quality attributes could be categorized into 3 groups which areImplementation attributes, Runtime attributes, Business attributes 
#In Layered architecture, the interface of each layer encapsulates __.All detailed service implementations in the current layer and the interfaces of the layers below. 
#You will apply the batch sequential architecture whenDeveloping a system where intermediate file is a sequential access file. 
#Which is the suitable architecture style when the application business model allows a component to send information to another and to continue to operate on its own without waiting for an immediate responseBuffered message-based architecture 
#Which is the correct order in Object oriented design process(Identify,Class,Construct,Build,Class)1, 4, 3, 2, 5 
#In which architecture style, Each subsystem can be a stand-alone program working on input data and producing output dataBatch sequential architecture 
#Which of the following is a INCORRECT description about component in Component-based architectureA Component is NOT a modular. 
#Which is the CORRECT statement about a pipeA Pipe moves a data stream from one filter to another. 
#In UML 2.0, Which of the following is TRUESequence Diagram describes time sequence of messages passed between objects in timeline. 
#Which of the following is TRUE about buffered message systemAll of the others 
#Which of the following is NOT the benefit of Broker architecture styleEasy in testing 
#Which of the following is a limitation of Layered architectureLower runtime performance 
#Repository architecture and Blackboard architecture is categorized into which of following architecture styleData-Centered architecture style 
#According to the classification on synchronization mode, when your application has 2 software elements (A and B) which communicate with each other by a method invocation and when A call B's method, it can continue its execution without waiting for a response. Which of the following is CORRECT category the connector should beNon-blocking 
#Three Object Oriented Principles are which of followingEncapsulation, Inheritance, Polymorphism 
#Which of the following are PAC architecture's benefitsAll of the others 
#In interaction oriented software architecture, _____ is responsible for visual or audio data output presentation and it may also provide user input interface as well when necessary. Which is the best choiceThe view presentation module 
#In interaction oriented software architecture, _____ provides the data abstraction and all core business logic on data processing. Which is the best choiceThe data module 
#In Blackboard architecture, a controller takes which roleIt takes a bootstrap role and overall supervision control. 
#Which of the following is the INCORRECT statement about passive filterIt lets connected pipes to push data in and pull data out 
#UML diagrams are ____ which are used for system analysis and designTools 
#According to the classification on synchronization mode, when your application has 2 software elements (A and B) which communicate with each other by a method invocation and when A call B's method, it must be waited for receiving the method result. Which of the following is CORRECT category the connector should beBlocking 
#Which of the following is buffer-based software architecturePeer-to-Peer connection 
#Security belongs to which of the following quality attributes groupRuntime attributes 
#What is the CORRECT statement about virtual repository(physical)A virtual repository is built up on the top of multiple physical repository 
#What is the INCORRECT statement about distributed repositoryAll data are centralized 
#Which of the following is an Open-Close principle's implicationSeparate interface and implementation 
#Which of the following is NOT an architecture style in hierarchical architectureClient-Server architecture 
#For software project resource allocation, the software element are ____Specific manipulation (design, implementation, debugging, etc.) of specific code units which has been assigned to the same project team 
#In the interaction oriented software architectures, data initialization and system configuration actions are the responsibility of which module belowController module 
#Which of the following is used to evaluate architecture designAll of the others 
#Activity diagrams are used to support ____The process view 
#In User Interface design step, Friendliness factor consideration means whatThe behaviors of a user interface should not surprise users. The user interface should include tutorials, searching engines, help facilities, updating links, etc. 
#Which of the following is a benefit of component-based architectureIndependency and flexible connectivity of components 
#According to IEEE Standard 1471, The system architecture is ____A collection of components organized to accomplish a specific function or set of functions 
#In Broker architecture, Which component provides APIs for clients to request, servers to respond, registering or unregistering server components, transferring messages and locating serversSkeleton 
#In Thin-Client type, the server includes which of the following processing.Data Storage Processing, Business Logic Processing 
#Which of the following is NOT an architecture style in hierarchical architectureMessage-based Architecture 
#Which of the following statement is TRUE(The usability of a user interface )The usability of a user interface is reduced by consistency and integration 
#Which architecture style supports loose coupling between legacy systems and modern systems for integration developmentBuffered message-based architecture 
#Which of the following is the benefit of Blackboard Architecture StyleReusability of knowledge source agents 
#A class is said to be cohesive if it supports as many associated responsibilities as possible  False 
#A class is said to be cohesive if it supports as many associated responsibilities as possible  False 
#A component is a class or an object  False 
#A part involved in an aggregation relationship should be born and terminate at the same moment as its owner  False 
#A part involved in an aggregation relationship should be born and terminate at the same moment as its owner  False 
#Activity diagrams are used to support the process view  True 
#ADL is a programming language  False 
#ADL is used only for software architecture specification  False 
#Architecture design is about choosing the right single architecture style for a project  False 
#Architecture styles contribute to software quality attributes  True 
#C is a popular OO programming language  False 
#C is popular OO programming language  False 
#Client-server architecture in general is more scalable than the multi-tier model  False 
#Client-server architecture in general is more scalable than the multi-tier model  False 
#Component diagrams are used to support the development view  True 
#Deloyment decisions should be reflected in early architecture  False 
#Deployment decisions should be reflected in early architecture designs  False 
#Deployment diagrams are used to support the physical view  True 
#Different architectures structures have different element and connector types  True 
#Divide and conquer is not a suitable methodology for architecture designs  False 
#Divide-and-conquer is not a suitable methodology for architecture design  False 
#Element and connector attributes are derived from the project  True 
#Hierarchical architecture is a procedure-oriented design paradigm only  False 
#In a sequence diagram, boxes on top of the diagram can represent classes, objects and actors. We found a description of a box as follow “JohnDoctor”. Which of the following is correct expression  An object named “John” whose class is “Doctor” 
#In UML 2.0 Which of the following is true  Sequence Diagram both concurencies and loops can be specified 
#Message-based architecture is appropriate for a compiler in an IDE design  False 
#Object-oriented design is a design methodology  True 
#Pipe and filter is one of the architecture styles  True 
#Polymorphism implies the following  All of the others 
#Repository architecture design must also be object-oriented design  False 
#Rule-based knowledge is installed in the blackboard component of the blackboard architecture  False 
#Sequence diagrams do not describe loops in a message exchange process  False 
#Sequence diagrams do not describe loops in a message exchange process.  False 
#Software architecture = software architecture styles  False 
#Software architecture = software architecture styles  False 
#Software architecture design involves many software design methodologies and architecture styles  True 
#Software architecture design is based on the SRS  True 
#Software architecture is a static software structure description  False 
#Software architecture is a static software structure description  False 
#Software architecture is concerned only with functional requirements  False 
#Software architecture is concerned only with functional requirements  False 
#Software quality attributes must satify functional requirement  False 
#Software quality attributes must satisfy functional requirements  False 
#The callback method is typically used in a main-subroutine architecture  False 
#The constituent elements of software architecture are software elements and their connections  False 
#The constituent elements of software architecture are software elements and their connections.  False 
#The control flow in batch sequential is implicit  true 
#The control flow in pipe and filter is explicit  False 
#The facts or hypotheses are stored in the knowledge source component of a blackboard system  False 
#The purpose of software design phase is to produce a software requirement specification  False 
#The purpose of the software design phase is to produce a software requirement specification  False 
#The set of classes in a design is nailed down when the analysis class diagram is finished  False 
#The set of classes in a design is nailed down when the analysis class diagram is finished.  False 
#There are data sharing (shared data) among all subsystems in a data flow system  False 
#There are data sharing (shares data) among all subsystems in a data flow systems  False 
#There is data sharing between all layers in a layered architecture  False 
#Two modules in a data flow system can change their order without any constraints  False 
#Two modules in a data flow system can change their order without any constraints  False 
#What is a class involved in accomplishing the responsibility of a class called in CRC modeling  Collaborator 
#Which are the categories of operations that a class can provide  Constructor, Destructor, Accessor, Mutator 
#Which is not a structure which can be described in a software architecture  Operation structure 
#Which of following structures describe the dynamic properties of software architecture  Software runtime structure 
#Which of following structures describe the static properties of software architecture  Software code structuredeploymentmanagement structure 
#Which of the following are benefits of OO design  All of the above 
#Which of the following are benefits of OO design  All 
#Which of the following are considered as Runtime attribute  Availability, Security, Perfomance, Usability 
#Which of the following are features of object oriented methodology  Inheritance 
#Which of the following are features of OO methodology  Inheritance 
#Which of the following are not benefits of pipe and filter  Interactive 
#Which of the following diagram is NOT an structural diagram  Sequence diagram 
#Which of the following is a disadvantage of hierarchical architecture  Overhead 
#Which of the following is a typical design domain for the MVC architecture  Web server site application 
#Which of the following is a typical design domain of blackboard architecture  Al system 
#which of the following is not a benefit of component architecture  Concurrency 
#Which of the following is not a benefit of component architecture  Performance
#Which of the following is not a benefit of hierarchical architecture  Concurrency 
#Which of the following is not a benefit of repository architecture  Concurrency 
#Which of the following is not a benefit of the MVC architecture  Supports multiple independent agents 
#Which of the following is not a typical style of distributed architecture  Hierarchical architecture 
#Which of the following is not a typical style of distributed architecture  Hierarchical structure 
#Which of the following is not an Open-Closed principle’s implication  Feel free to change software code 
#Which of the following is not one of the benefits of distributed architecture  Supports multiple views 
#Which of the following is not one of the benefits of distributed architecture  Supports multiple views 
#Which of the following is one of the benefits of asynchronous architecture  Loose coupling of modules 
#Which of the following is Open-Closed principle  Open to extension, Close to modification 
#Which of the following notations is used to support the logical view  All of the above 
#Which of the following notations is used to support the logical view  All 
#Which of the following notations is used to support the physical view  None of the above 
#Which of the following notations is used to support the physical views  None 
#Which of the following structures describe the dynamic properties of software architecture  Software runtime structure 
#Which of the followings are not benefits of batch sequential  Interactive 
#Which of the followings is not typical design domain of the asynchronous architecture  Hierarchical structure 
#Which view in “4+1” view model identifies software modules and their boundaries, interfaces, external environment, usage scenarios, etc  Logicalview 
#Activity diagrams are used to support……  The process view 
#With a good software design, which is benefit we will get  It leads the risk in software production more serious 
#which of the following is advantage of broker architecture  Changeability and extensibility 
#The outcome of Object Oriented Analysis stage are…  Requirement Specification, Initial logic structure of the system 
#Which of the following if limitation of Non-buffered Event-Based architecture Reliability and overhead of indirect invocations 
#Package diagram is grouped in which of following UML diagram category Structure diagram 
#Design produces architectures that specify products and components in the form of which of the following A detail-level design solution 
#Which of the following is TRUE for implementing the separation of the user interface from the logic of software system  all 
#The constituent parts of the architecture of a system are which of the following  Its component, connectors, and the rules governing their interactions 
#Which diagram equivalent to a sequence diagram  Collaboration diagram 
#Which of the following is NOT benefit of distributed architecture  Supports multiple independent argents 
#When you are requested to develop a Radar software system, a Traffic management system, etc, which of the following architecture is the best suitable for development PAC architecture 
#Which of the perspective where the connectors in software architecture might be classification into 4 types Variable, environment resource, method, message  Based on connector’s information carrier 
#ATAM is which of the following methods  Architecture Trace-off Analysis Method 
#Repository architecture and Backboard architecture is categorized into which of the following architecture style  Data-centered architecture style 
#The below image is a snapshot of which architecture styles following  MVC architecture 
#Which of the following is TRUE  Time efficiency is usually the most important quality attribute 
#Which of the following is one limitation of ClientServer architecture Server availability and reliability 
#Which of the following is one of distributed architecture  Service-Oriented architecture 
#Which of the following is limitation of message-driven architecture  Capacity limit of message queue 
#When will you apply the Batch Sequence architecture  Developing a system where each sub-system reads related input files and writes output files 
#Which of the following attributes which could be observable at runtime Availability, Security, Performance 
#Which of the following is one of advantages of Component-Based architecture  Productivity for the software development and future software development 
